id;point;address
1081;629;pasir panjang hill 87
1082;629;pasir panjang road -
1083;629;pasir panjang road 01-207
1084;629;pasir panjang road 1
1085;629;pasir panjang road 1-203
1086;629;pasir panjang road 10
1087;629;pasir panjang road 100
1088;629;pasir panjang road 100c
1089;629;pasir panjang road 100d
1090;629;pasir panjang road 100e
1091;629;pasir panjang road 100g
1092;629;pasir panjang road 100j
1093;629;pasir panjang road 101
1094;629;pasir panjang road 101f
1095;629;pasir panjang road 102
1096;629;pasir panjang road 102-e
1097;629;pasir panjang road 102-f
1098;629;pasir panjang road 1028
1099;629;pasir panjang road 102a
1100;629;pasir panjang road 102e
1101;629;pasir panjang road 102f
1102;629;pasir panjang road 103
1103;629;pasir panjang road 108
1104;629;pasir panjang road 11
1105;629;pasir panjang road 112
1106;629;pasir panjang road 114
1107;629;pasir panjang road 114b
1108;629;pasir panjang road 116
1109;629;pasir panjang road 116 a/b
1110;629;pasir panjang road 118
1111;629;pasir panjang road 118b
1112;7997;pasir panjang road 12
1113;629;pasir panjang road 120f
1114;629;pasir panjang road 121
1115;629;pasir panjang road 122a
1116;629;pasir panjang road 122b
1117;629;pasir panjang road 124
1118;629;pasir panjang road 124a
1119;629;pasir panjang road 126
1120;629;pasir panjang road 126a
1121;629;pasir panjang road 126b
1122;629;pasir panjang road 128
1123;629;pasir panjang road 128a
1124;629;pasir panjang road 13
1125;629;pasir panjang road 130
1126;629;pasir panjang road 130a
1127;629;pasir panjang road 130b
1128;629;pasir panjang road 136
1129;629;pasir panjang road 148g
1130;629;pasir panjang road 15
1131;629;pasir panjang road 153
1132;629;pasir panjang road 155
1133;629;pasir panjang road 155a
1134;629;pasir panjang road 156
1135;629;pasir panjang road 157
1136;629;pasir panjang road 158
1137;629;pasir panjang road 159
1138;14893;pasir panjang road 16
1139;629;pasir panjang road 16-18
1140;629;pasir panjang road 161
1141;629;pasir panjang road 163
1142;629;pasir panjang road 165
1143;629;pasir panjang road 167
1144;629;pasir panjang road 17
1145;629;pasir panjang road 170
1146;629;pasir panjang road 172
1147;629;pasir panjang road 174
1148;629;pasir panjang road 178
1149;629;pasir panjang road 18
1150;629;pasir panjang road 18 blk 22
1151;629;pasir panjang road 182
1152;629;pasir panjang road 184
1153;629;pasir panjang road 186
1154;629;pasir panjang road 188
1155;629;pasir panjang road 188a
1156;629;pasir panjang road 19
1157;629;pasir panjang road 196
1158;629;pasir panjang road 2
1159;629;pasir panjang road 20
1160;629;pasir panjang road 200
1161;629;pasir panjang road 21
1162;629;pasir panjang road 211
1163;629;pasir panjang road 213
1164;629;pasir panjang road 213a
1165;629;pasir panjang road 215
1166;629;pasir panjang road 216
1167;629;pasir panjang road 216 & 218
1168;629;pasir panjang road 216/218
1169;629;pasir panjang road 216a
1170;629;pasir panjang road 217
1171;629;pasir panjang road 218
1172;629;pasir panjang road 218a
1173;629;pasir panjang road 219a
1174;629;pasir panjang road 22
1175;629;pasir panjang road 220
1176;629;pasir panjang road 222
1177;629;pasir panjang road 222a
1178;629;pasir panjang road 223
1179;1190;pasir panjang road 224
1180;629;pasir panjang road 238
1181;629;pasir panjang road 24
1182;629;pasir panjang road 240
1183;629;pasir panjang road 242
1184;629;pasir panjang road 242f
1185;629;pasir panjang road 243
1186;629;pasir panjang road 244
1187;629;pasir panjang road 244e
1188;629;pasir panjang road 246
1189;629;pasir panjang road 246a
1190;629;pasir panjang road 247a
1191;629;pasir panjang road 248c
1192;629;pasir panjang road 249
1193;629;pasir panjang road 249a
1194;629;pasir panjang road 25
1195;629;pasir panjang road 250
1196;629;pasir panjang road 250c
1197;629;pasir panjang road 250e
1198;629;pasir panjang road 251a
1199;629;pasir panjang road 251b
1200;629;pasir panjang road 251c
1201;629;pasir panjang road 251f
1202;629;pasir panjang road 252b
1203;629;pasir panjang road 253a
1204;629;pasir panjang road 253b
1205;629;pasir panjang road 254
1206;7997;pasir panjang road 254a
1207;629;pasir panjang road 254b
1208;629;pasir panjang road 254c
1209;629;pasir panjang road 255a
1210;629;pasir panjang road 256b
1211;629;pasir panjang road 256c
1212;629;pasir panjang road 257
1213;629;pasir panjang road 257a
1214;629;pasir panjang road 258
1215;629;pasir panjang road 258b
1216;629;pasir panjang road 258c
1217;629;pasir panjang road 259
1218;14893;pasir panjang road 26
1219;629;pasir panjang road 262
1220;629;pasir panjang road 263
1221;629;pasir panjang road 269
1222;629;pasir panjang road 283
1223;629;pasir panjang road 283b
1224;629;pasir panjang road 283c
1225;629;pasir panjang road 283e
1226;629;pasir panjang road 285
1227;629;pasir panjang road 287
1228;629;pasir panjang road 289
1229;629;pasir panjang road 291
1230;629;pasir panjang road 291a
1231;629;pasir panjang road 292
1232;629;pasir panjang road 293
1233;629;pasir panjang road 294
1234;629;pasir panjang road 297
1235;629;pasir panjang road 299
1236;629;pasir panjang road 301
1237;629;pasir panjang road 302
1238;629;pasir panjang road 303
1239;629;pasir panjang road 307
1240;629;pasir panjang road 307b
1241;629;pasir panjang road 31
1242;629;pasir panjang road 313
1243;629;pasir panjang road 315
1244;629;pasir panjang road 331
1245;629;pasir panjang road 331a
1246;629;pasir panjang road 331c
1247;629;pasir panjang road 331d
1248;629;pasir panjang road 331e
1249;629;pasir panjang road 331g
1250;629;pasir panjang road 331k
1251;629;pasir panjang road 331l
1252;629;pasir panjang road 331q
1253;629;pasir panjang road 331r
1254;629;pasir panjang road 332a
1255;629;pasir panjang road 334a
1256;629;pasir panjang road 335
1257;629;pasir panjang road 336a
1258;629;pasir panjang road 338
1259;629;pasir panjang road 338b
1260;629;pasir panjang road 338c
1261;629;pasir panjang road 338d
1262;629;pasir panjang road 340
1263;629;pasir panjang road 341
1264;629;pasir panjang road 341a
1265;629;pasir panjang road 341b
1266;629;pasir panjang road 341c
1267;629;pasir panjang road 341d
1268;629;pasir panjang road 343
1269;629;pasir panjang road 343a
1270;629;pasir panjang road 343b
1271;629;pasir panjang road 343c
1272;629;pasir panjang road 343e
1273;629;pasir panjang road 344a
1274;629;pasir panjang road 344b
1275;629;pasir panjang road 345
1276;629;pasir panjang road 345b
1277;629;pasir panjang road 346
1278;629;pasir panjang road 346f
1279;629;pasir panjang road 347
1280;629;pasir panjang road 348a
1281;629;pasir panjang road 348b
1282;629;pasir panjang road 348e
1283;629;pasir panjang road 348g
1284;629;pasir panjang road 348n
1285;629;pasir panjang road 348q
1286;629;pasir panjang road 348r
1287;629;pasir panjang road 349
1288;629;pasir panjang road 349a
1289;629;pasir panjang road 35
1290;629;pasir panjang road 355
1291;629;pasir panjang road 360
1292;629;pasir panjang road 363
1293;629;pasir panjang road 365
1294;629;pasir panjang road 365a
1295;629;pasir panjang road 367
1296;629;pasir panjang road 367a
1297;629;pasir panjang road 367b
1298;629;pasir panjang road 367c
1299;629;pasir panjang road 369
1300;629;pasir panjang road 37
1301;629;pasir panjang road 370
1302;629;pasir panjang road 371
1303;629;pasir panjang road 375
1304;629;pasir panjang road 380
1305;629;pasir panjang road 380b
1306;629;pasir panjang road 380c
1307;629;pasir panjang road 381
1308;629;pasir panjang road 382
1309;629;pasir panjang road 382a
1310;629;pasir panjang road 383
1311;629;pasir panjang road 385
1312;629;pasir panjang road 389
1313;629;pasir panjang road 390
1314;629;pasir panjang road 391
1315;629;pasir panjang road 393
1316;629;pasir panjang road 393a
1317;629;pasir panjang road 397
1318;629;pasir panjang road 397a
1319;629;pasir panjang road 399
1320;629;pasir panjang road 3a
1321;629;pasir panjang road 3b
1322;629;pasir panjang road 3c
1323;629;pasir panjang road 3d
1324;629;pasir panjang road 3e
1325;629;pasir panjang road 4
1326;629;pasir panjang road 4 unit 2
1327;629;pasir panjang road 401
1328;629;pasir panjang road 402
1329;629;pasir panjang road 406
1330;629;pasir panjang road 407
1331;629;pasir panjang road 408
1332;629;pasir panjang road 408a
1333;629;pasir panjang road 408d
1334;629;pasir panjang road 408e
1335;629;pasir panjang road 408f
1336;629;pasir panjang road 408m
1337;629;pasir panjang road 410
1338;629;pasir panjang road 410a
1339;629;pasir panjang road 410e
1340;629;pasir panjang road 410l
1341;629;pasir panjang road 410m
1342;629;pasir panjang road 419
1343;629;pasir panjang road 420
1344;629;pasir panjang road 421a
1345;629;pasir panjang road 422
1346;629;pasir panjang road 423
1347;629;pasir panjang road 424
1348;629;pasir panjang road 425
1349;629;pasir panjang road 426
1350;629;pasir panjang road 427
1351;629;pasir panjang road 43
1352;629;pasir panjang road 430
1353;629;pasir panjang road 433
1354;629;pasir panjang road 434
1355;629;pasir panjang road 435a
1356;629;pasir panjang road 436
1357;629;pasir panjang road 437
1358;629;pasir panjang road 437a
1359;629;pasir panjang road 438a
1360;629;pasir panjang road 439
1361;629;pasir panjang road 439a
1362;629;pasir panjang road 440
1363;629;pasir panjang road 442
1364;629;pasir panjang road 443
1365;629;pasir panjang road 445
1366;629;pasir panjang road 447
1367;629;pasir panjang road 449
1368;629;pasir panjang road 45
1369;629;pasir panjang road 453
1370;629;pasir panjang road 457
1371;629;pasir panjang road 459
1372;629;pasir panjang road 465
1373;629;pasir panjang road 467
1374;629;pasir panjang road 503
1375;629;pasir panjang road 57
1376;629;pasir panjang road 65
1377;629;pasir panjang road 7
1378;629;pasir panjang road 8
1379;629;pasir panjang road 83a
1380;629;pasir panjang road 85a
1381;629;pasir panjang road 87
1382;637;pasir panjang road 87-89
1383;629;pasir panjang road 87/89
1384;629;pasir panjang road 9
1385;629;pasir panjang road 91a
1386;629;pasir panjang road 93
1387;637;pasir panjang road 934
1388;629;pasir panjang road 93a
1389;629;pasir panjang road 95a
1390;629;pasir panjang road 97
1391;629;pasir panjang road 97a
1392;629;pasir panjang road 98
1393;629;pasir panjang road 99
1394;629;pasir panjang road blk 1
1395;629;pasir panjang road blk 102e
1396;629;pasir panjang road blk 4
1397;629;pasir panjang road blk 6
1398;637;pasir panjang road blk 9/10
1399;14893;pasir panjang road block 1
1400;629;pasir panjang road block 3
1401;629;pasir panjang road block 7
1402;629;pasir panjang road f
1403;629;pasir panjang road g
1404;629;pasir panjang road w4
1405;629;selegie road 175
1406;629;wholesale centre 1-132
1407;629;wholesale centre 1-73
1408;630;telok blangah crescent 25
1409;631;kampong bahru hill 19
1410;632;blair road 3
1411;633;everton road 40
1412;633;everton road 40a
1413;634;kampong bahru road 73
1414;635;spottiswoode park road 10
1415;636;spottiswoode park road 9
1416;637;alexandra lane 11a
1417;637;alexandra lane 3-01
1418;637;alexandra lane 8d
1419;637;alexandra road -
1420;637;alexandra road --
1421;637;alexandra road 18
1422;637;alexandra road 450/452
1423;637;alexandra road 6-02
1424;637;alexandra terrace 103
1425;637;alexandra terrace 109
1426;637;alexandra terrace 20
1427;637;alexandra terrace 23
1428;637;alexandra terrace 28
1429;637;alexandra terrace 30
1430;8936;alexandra terrace 32
1431;637;alexandra terrace 42
1432;637;alexandra terrace 44
1433;637;alexandra terrace 52k
1434;637;alexandra terrace 61
1435;637;alexandra terrace 63c
1436;637;alexandra terrace 63g
1437;637;alexandra terrace 65
1438;637;alexandra terrace 69
1439;637;alexandra terrace 69b
1440;637;alexandra terrace 69f
1441;637;alexandra terrace 69n
1442;637;alexandra terrace 71l
1443;637;alexandra terrace 71t
1444;637;alexandra terrace 71u
1445;637;alexandra terrace 73e
1446;637;alexandra terrace 73j
1447;637;alexandra terrace 73q
1448;637;alexandra terrace 75b
1449;637;alexandra terrace 75e
1450;637;alexandra terrace 75h
1451;637;alexandra terrace 77k
1452;637;alexandra terrace 79g
1453;637;alexandra terrace 79h
1454;637;alexandra terrace 79r
1455;637;alexandra terrace 83w
1456;637;alexandra terrace 83x
1457;637;alexandra terrace 87d
1458;637;alexandra terrace 9
1459;637;berkshire road 3a
1460;637;bideford road 6b
1461;637;bideford road 7a
1462;637;bury road -
1463;637;bury road 1
1464;637;bury road 128
1465;637;bury road 14a
1466;637;bury road 15
1467;637;bury road 16-c
1468;637;bury road 18
1469;637;bury road 1a
1470;637;bury road 1b
1471;637;bury road 20
1472;637;bury road 200f
1473;637;bury road 21
1474;637;bury road 22a
1475;637;bury road 27-f
1476;637;bury road 3
1477;637;bury road 32
1478;637;bury road 35-a
1479;637;bury road 4
1480;637;bury road 46
1481;637;bury road 46a
1482;637;bury road 6a
1483;637;bury road 6b
1484;637;bury road 7
1485;637;bury road 77
1486;637;bury road 9
1487;637;bury road bukom club
1488;637;chwee chian road 11
1489;637;chwee chian road 42a
1490;637;chwee chian road 46a
1491;637;chwee chian road 48b
1492;637;clementi avenue 1 blk 353
1493;637;clementi road 10
1494;637;hyderabad road 1
1495;637;hyderabad road 2a
1496;637;jalan mat jambol 52e
1497;637;jalan mat jambol 54a
1498;637;jalan mat jambol 56a
1499;637;jalan mat jambol 58b
1500;637;jalan mat jambol 6
1501;637;jalan pasir ria 22a
1502;17268;lorong danau 91f
1503;24764;lorong handalan 116
1504;637;lorong sarhad 13a
1505;637;lorong sarhad 15a
1506;637;lorong sarhad 15e
1507;637;lorong sarhad 19b
1508;637;lorong sarhad 19c
1509;637;lorong sarhad 1c
1510;637;lorong sarhad 27b
1511;637;lorong sarhad 5a
1512;637;lorong sarhad 7c
1513;637;lorong sarhad 9e
1514;19901;lower kent ridge road 27
1515;637;neo pee teck lane 1
1516;2043;new bridge road 336
1517;637;normanton park 17-147
1518;637;normanton park 177m
1519;5943;north buona vista road 484-3
1520;637;pasir panjang hill 19a
1521;637;pasir panjang hill 21
1522;637;pasir panjang hill 25
1523;637;pasir panjang hill 25b
1524;637;pasir panjang hill 89
1525;637;pasir panjang road --
1526;637;pasir panjang road 1-296
1527;637;pasir panjang road 1004
1528;637;pasir panjang road 1013
1529;637;pasir panjang road 1031
1530;637;pasir panjang road 10a
1531;637;pasir panjang road 118-120
1532;2508;pasir panjang road 14
1533;637;pasir panjang road 150
1534;637;pasir panjang road 150c
1535;637;pasir panjang road 18 blk 2
1536;637;pasir panjang road 181
1537;637;pasir panjang road 203
1538;637;pasir panjang road 222-223
1539;637;pasir panjang road 222-224
1540;637;pasir panjang road 226-228
1541;637;pasir panjang road 229
1542;637;pasir panjang road 22m
1543;637;pasir panjang road 258f
1544;637;pasir panjang road 258h
1545;637;pasir panjang road 265
1546;637;pasir panjang road 26s
1547;637;pasir panjang road 270q
1548;637;pasir panjang road 272g
1549;637;pasir panjang road 276n
1550;637;pasir panjang road 276s
1551;637;pasir panjang road 298
1552;637;pasir panjang road 304a
1553;637;pasir panjang road 304c
1554;637;pasir panjang road 306e
1555;637;pasir panjang road 308
1556;637;pasir panjang road 310a
1557;637;pasir panjang road 312
1558;637;pasir panjang road 316
1559;637;pasir panjang road 32
1560;637;pasir panjang road 345-b
1561;637;pasir panjang road 358
1562;637;pasir panjang road 36
1563;637;pasir panjang road 360d
1564;637;pasir panjang road 360f
1565;637;pasir panjang road 362
1566;637;pasir panjang road 362c
1567;637;pasir panjang road 362d
1568;637;pasir panjang road 386
1569;637;pasir panjang road 3883
1570;637;pasir panjang road 39
1571;637;pasir panjang road 4-26
